Title,Link,Authors,Year,Cited,SDGs
tingkat efektivitas suluh tani camat jati agung kabupaten lampung selatan,https://scholar.google.com/scholar?q=+intitle:'tingkat efektivitas penyuluhan pertanian di kecamatan jati agung kabupaten lampung selatan',kk rangga a mutolib h yanfika i listiana i nurmayasari,2020,37,SDG 2: Tanpa Kelaparan
faktorfaktor pengaruh minat pemuda desa lanjut usahatani padi kabupaten lampung,https://scholar.google.com/scholar?q=+intitle:'faktor-faktor yang memengaruhi minat pemuda pedesaan dalam melanjutkan usahatani padi di kabupaten lampung tengah',ar marza rh ismono e kasymir,2020,37,SDG 2: Tanpa Kelaparan; SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
inovasi didik karakter ajar bas lingkung sosial budaya,https://scholar.google.com/scholar?q=+intitle:'inovasi pendidikan karakter melalui pembelajaran berbasis lingkungan sosial dan budaya',r santoso mm adha,2020,37,SDG 4: Pendidikan Berkualitas
ekonomi makro,https://scholar.google.com/scholar?q=+intitle:'ekonomi makro',ar suleman m ahdiyat le nainggolan mf rahmadana a syafii,2020,36,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
edukasi sehat stunting kabupaten bengkulu utara health education of stunting in bengkulu utara,https://scholar.google.com/scholar?q=+intitle:'edukasi kesehatan stunting di kabupaten bengkulu utara: health education of stunting in bengkulu utara',w angraini ba pratiwi m amin r yanuarti h febriawati mi shaleh,2020,36,SDG 3: Kehidupan Sehat dan Sejahtera; SDG 4: Pendidikan Berkualitas
effects of ethical leadership and employee commitment on employees work passion,https://scholar.google.com/scholar?q=+intitle:'effects of ethical leadership and employee commitment on employees’work passion',a ahadiat z dackopikiewicz,2020,36,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
reading interest and reading comprehension a correlational study in syarif hidayatullah state islamic university,https://scholar.google.com/scholar?q=+intitle:'reading interest and reading comprehension a correlational study in syarif hidayatullah state islamic university',rs dewi uh fahrurrozi a wahyudi,2020,36,SDG 4: Pendidikan Berkualitas
a need analysis of stemintegrated flipped classroom emodule to improve critical thinking skills,https://scholar.google.com/scholar?q=+intitle:'a need analysis of stem-integrated flipped classroom e-module to improve critical thinking skills',rd puspitasari k herlina a suyatna,2020,35,SDG 4: Pendidikan Berkualitas
kembang agroforestri lanjut hadap ubah iklim,https://scholar.google.com/scholar?q=+intitle:'pengembangan agroforestri yang berkelanjutan dalam menghadapi perubahan iklim',c wulandari sp harianto d novasari,2020,35,SDG 13: Penanganan Perubahan Iklim
terap ekie komunikasi informasi edukasi elektronik upaya tingkat sehat hamil era new normal,"https://scholar.google.com/scholar?q=+intitle:'penerapan ekie (komunikasi, informasi, dan edukasi elektronik) dalam upaya meningkatkan kesehatan ibu hamil di era new normal'",dian isti angraini ak aila karyus sk sus kania,2020,35,SDG 3: Kehidupan Sehat dan Sejahtera
seismic vulnerability mapping to support spatial plans in lhokseumawe city area,https://scholar.google.com/scholar?q=+intitle:'seismic vulnerability mapping to support spatial plans in lhokseumawe city area',d siska h fithra np lisa n haerudin m farid,2020,34,SDG 11: Kota dan Permukiman yang Berkelanjutan
pengaruh timpang dapat miskin provinsi pulau bangka belitung 20092018,https://scholar.google.com/scholar?q=+intitle:'pengaruh ketimpangan pendapatan terhadap kemiskinan di provinsi kepulauan bangka belitung tahun 2009-2018',k nisa a wulandari rl rahayu,2020,34,SDG 1: Tanpa Kemiskinan
development of sharia tourism in riau province indonesia,https://scholar.google.com/scholar?q=+intitle:'development of sharia tourism in riau province indonesia',z rusby m arif jkn no p marpoyan,2020,34,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
interaction between the genetic risk score and dietary protein intake on cardiometabolic traits in southeast asi,https://scholar.google.com/scholar?q=+intitle:'interaction between the genetic risk score and dietary protein intake on cardiometabolic traits in southeast asian',s alsulami as aji u ariyasra sr sari n tasrif ff yani ja lovegrove,2020,34,SDG 3: Kehidupan Sehat dan Sejahtera
harmonisasi bijak kelola lingkung pesisir lampung rezim kelola bas masyarakat,https://scholar.google.com/scholar?q=+intitle:'harmonisasi kebijakan pengelolaan lingkungan pesisir lampung dalam rezim pengelolaan berbasis masyarakat',m anwar m shafira,2020,34,SDG 14: Ekosistem Laut
the mediation relationship of customer satisfaction between service quality and repurchase intention on ecommerce in indonesia,https://scholar.google.com/scholar?q=+intitle:'the mediation relationship of customer satisfaction between service quality and repurchase intention on e-commerce in indonesia',as aida sari das ambarwati mr ramelan,2020,34,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
rancang undangundang omnibus law cipta kerja perspektif undangundang nomor 12 2011 bentuk atur perundangundangan,https://scholar.google.com/scholar?q=+intitle:'rancangan undang-undang omnibus law cipta kerja dalam perspektif undang-undang nomor 12 tahun 2011 tentang pembentukan peraturan perundang-undangan',y setyawan,2020,34,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
character building model in extracurricular activities using simulation games for elementary school students,https://scholar.google.com/scholar?q=+intitle:'character building model in extracurricular activities using simulation games for elementary school students',aw sri nuraini desy safitri taufik rihatno arita marini ze ferdi fauzan,2020,34,SDG 4: Pendidikan Berkualitas
co2 laser photoacoustic spectrometer for measuring acetone in the breath of lung cancer patients,https://scholar.google.com/scholar?q=+intitle:'co2 laser photoacoustic spectrometer for measuring acetone in the breath of lung cancer patients',ms mitrayana donni kis apriyanto,2020,34,SDG 3: Kehidupan Sehat dan Sejahtera
indonesia crisis response to covid19 pandemic from various level of government and network actions to policy,https://scholar.google.com/scholar?q=+intitle:'indonesia’crisis response to covid-19 pandemic: from various level of government and network actions to policy',d yulianti if meutia b sujadmiko,2020,33,SDG 3: Kehidupan Sehat dan Sejahtera
analisis amal minta kendali sedia bahan baku bantu industri gula studi pt xyz lampung utara,https://scholar.google.com/scholar?q=+intitle:'analisis peramalan permintaan dan pengendalian persediaan bahan baku pembantu pada industri gula (studi kasus pt. xyz lampung utara)',s hidayat e suroso d sartika,2020,33,"SDG 9: Industri, Inovasi, dan Infrastruktur"
indonesia crisis response to covid19 pandemic from various level of government and network actions to policy,https://scholar.google.com/scholar?q=+intitle:'indonesia' crisis response to covid-19 pandemic: from various level of government and network actions to policy',bs d yulianti if meutia,2020,33,SDG 3: Kehidupan Sehat dan Sejahtera
application of artificial neural network to predict biodiesel yield from waste frying oil transesterification,https://scholar.google.com/scholar?q=+intitle:'application of artificial neural network to predict biodiesel yield from waste frying oil transesterification',a haryanto tw saputra m telaumbanua ac gita,2020,33,SDG 4: Pendidikan Berkualitas
analisis peka sosial generasi z era digital sikap sosial,https://scholar.google.com/scholar?q=+intitle:'analisis kepekaan sosial generasi (z) di era digital dalam menyikapi masalah sosial',ds putri h yanzi,2020,33,SDG 3: Kehidupan Sehat dan Sejahtera
perilaku prososial anak pandemi covid19,https://scholar.google.com/scholar?q=+intitle:'perilaku prososial anak selama pandemi covid-19',n hasanah r drupadi,2020,33,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
ada agama lokal indonesia perspektif moderasi,https://scholar.google.com/scholar?q=+intitle:'keberadaan agama lokal di indonesia dalam perspektif moderasi',my wibisono am ghozali s nurhasanah,2020,33,"SDG 9: Industri, Inovasi, dan Infrastruktur; SDG 15: Ekosistem Daratan"
butterfly identification using gray level cooccurrence matrix glcm extraction feature and knearest neighbor knn classification,https://scholar.google.com/scholar?q=+intitle:'butterfly identification using gray level co-occurrence matrix (glcm) extraction feature and k-nearest neighbor (knn) classification',r andrian d maharani ma muhammad a junaidi,2020,32,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
daya masyarakat lurah suka maju latih buat sabun butuh rumah tangga,https://scholar.google.com/scholar?q=+intitle:'pemberdayaan masyarakat kelurahan suka maju melalui pelatihan pembuatan sabun kebutuhan rumah tangga',k hayati mi purba wa ginting,2020,32,"SDG 7: Energi Bersih dan Terjangkau; SDG 9: Industri, Inovasi, dan Infrastruktur"
energyefficient 5g cloud ran with virtual bbu server consolidation and base station sleeping,https://scholar.google.com/scholar?q=+intitle:'energy-efficient 5g cloud ran with virtual bbu server consolidation and base station sleeping',t sigwele yf hu m susanto,2020,32,SDG 3: Kehidupan Sehat dan Sejahtera; SDG 13: Penanganan Perubahan Iklim
pengaruh literasi lingkung environmental responsibility siswa kelas xi sma negeri 2 bandar lampung,https://scholar.google.com/scholar?q=+intitle:'pengaruh literasi lingkungan terhadap environmental responsibility siswa kelas xi sma negeri 2 bandar lampung',ay pratama rr marpaung b yolida,2020,32,SDG 4: Pendidikan Berkualitas; SDG 13: Penanganan Perubahan Iklim
kenal malaria vektor,https://scholar.google.com/scholar?q=+intitle:'mengenal malaria dan vektornya',e setyaningrum,2020,32,SDG 3: Kehidupan Sehat dan Sejahtera
manfaat analisis spasial meta risiko bencana alam tsunami olah data spasial sistem informasi geografis,https://scholar.google.com/scholar?q=+intitle:'pemanfaatan analisis spasial untuk pemetaan risiko bencana alam tsunami menggunakan pengolahan data spasial sistem informasi geografis',t septiana,2020,32,SDG 11: Kota dan Permukiman yang Berkelanjutan; SDG 13: Penanganan Perubahan Iklim
identification beforeafter forest fire and prediction of mangrove forest based on markovcellular automata in part of sembilang national park banyuasin south sumatra indonesia,"https://scholar.google.com/scholar?q=+intitle:'identification before-after forest fire and prediction of mangrove forest based on markov-cellular automata in part of sembilang national park, banyuasin, south sumatra, indonesia'",s darmawan dk sari k wikantika a tridawati r hernawati mk sedu,2020,32,SDG 13: Penanganan Perubahan Iklim; SDG 15: Ekosistem Daratan
determinants of micro smalland mediumsized enterprise loans by commercial banks in indonesia,"https://scholar.google.com/scholar?q=+intitle:'determinants of micro-, small-and medium-sized enterprise loans by commercial banks in indonesia'",r yudaruddin,2020,31,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
indonesia pengaruh literasi uang inklusi uang social capital variabel mediator,https://scholar.google.com/scholar?q=+intitle:'indonesia pengaruh literasi keuangan terhadap inklusi keuangan dengan menggunakan social capital sebagai variabel mediator',ma natalia f kurniasari e hendrawaty vm oktaviani,2020,31,SDG 1: Tanpa Kemiskinan; SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
integrasi didik multikultural ajar sejarah sma yp unila,https://scholar.google.com/scholar?q=+intitle:'integrasi pendidikan multikultural dalam pembelajaran sejarah di sma yp unila',ys ekwandari y perdana ni lestari,2020,31,SDG 4: Pendidikan Berkualitas; SDG 10: Berkurangnya Kesenjangan
model of school management based on character building in school culture,https://scholar.google.com/scholar?q=+intitle:'model of school management based on character building in school culture',ub wibowo a marini d safitri a wahyudi,2020,31,SDG 4: Pendidikan Berkualitas
analyzing mathematical connection skill in solving a contextual problem,https://scholar.google.com/scholar?q=+intitle:'analyzing mathematical connection skill in solving a contextual problem',ds ayunani d indriati,2020,31,SDG 4: Pendidikan Berkualitas
implementation of fuzzyprofile matching in determining drug suitability for hypertensive patients,https://scholar.google.com/scholar?q=+intitle:'implementation of fuzzy-profile matching in determining drug suitability for hypertensive patients',a wantoro a syarif k muludi k nisa,2020,30,SDG 3: Kehidupan Sehat dan Sejahtera
bimbing ajar tingkat motivasi ajar ekstrinsik,https://scholar.google.com/scholar?q=+intitle:'bimbingan belajar untuk meningkatkan motivasi belajar ekstrinsik',e pramono an budiono a aziz,2020,30,SDG 4: Pendidikan Berkualitas; SDG 13: Penanganan Perubahan Iklim
corporate governance mechanisms and capital structure,https://scholar.google.com/scholar?q=+intitle:'corporate governance mechanisms and capital structure',sfa khatib df abdullah e hendrawaty is yahaya,2020,30,"SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi; SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
diabetes mellitus,https://scholar.google.com/scholar?q=+intitle:'diabetes mellitus',ki wahyuni s farm,2020,30,SDG 3: Kehidupan Sehat dan Sejahtera
variasi iklim dinamika dbd indonesia systematic review climate variability and dynamics of dhf cases in indonesia systematic review,https://scholar.google.com/scholar?q=+intitle:'variasi iklim dan dinamika kasus dbd di indonesia: systematic review (climate variability and dynamics of dhf cases in indonesia: systematic review)',p yushananta a setiawan t tugiyono,2020,30,SDG 3: Kehidupan Sehat dan Sejahtera; SDG 13: Penanganan Perubahan Iklim
peran pohon lindung tentu produktivitas kopi,https://scholar.google.com/scholar?q=+intitle:'peranan pohon pelindung dalam menentukan produktivitas kopi',r evizal t tohari id prijambada j widada,2020,29,SDG 2: Tanpa Kelaparan; SDG 15: Ekosistem Daratan
usahatani dapat sejahtera tani kopi lampung barat,"https://scholar.google.com/scholar?q=+intitle:'usahatani, pendapatan dan kesejahteraan petani kopi di lampung barat'",r tania s widjaya a suryani,2020,29,SDG 1: Tanpa Kemiskinan; SDG 2: Tanpa Kelaparan
evaluasi sifat fisik sedia lotion variaso konsentrasi ekstrak daun kelor moringa oleifera l tabir surya,https://scholar.google.com/scholar?q=+intitle:'evaluasi sifat fisik sediaan lotion dengan variaso konsentrasi ekstrak daun kelor (moringa oleifera l.) sebagai tabir surya',as ulandari n sugihartini,2020,29,SDG 3: Kehidupan Sehat dan Sejahtera
